# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
0              	U              	0.0000000e+00	(2.5225794e+00 1.7151207e-01 6.4900000e+00)	1.7320508e-01	(7.1919808e-02 6.5388253e-02 7.7903065e-02)
203            	T              	2.9144865e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
203            	p_rgh          	-3.2236123e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8176910e+01	(1.4176533e+00 2.5500000e+00 6.9680988e+00)
204            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7933625e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
204            	T              	2.9144864e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
204            	p_rgh          	-3.2232278e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8205427e+01	(1.4176533e+00 2.5500000e+00 6.9680988e+00)
205            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7935309e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
205            	T              	2.9144863e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
205            	p_rgh          	-3.2228044e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8227644e+01	(1.4176533e+00 2.5500000e+00 6.9680988e+00)
206            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7936563e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
206            	T              	2.9144862e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
206            	p_rgh          	-3.2224804e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8253442e+01	(1.4176533e+00 2.5500000e+00 6.9680988e+00)
207            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7937423e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
207            	T              	2.9144861e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
207            	p_rgh          	-3.2221592e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8272991e+01	(1.4176533e+00 2.5500000e+00 6.9680988e+00)
208            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7937918e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
208            	T              	2.9144860e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
208            	p_rgh          	-3.2219680e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8296624e+01	(1.4176533e+00 2.5500000e+00 6.9680988e+00)
209            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7938077e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
209            	T              	2.9144860e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
209            	p_rgh          	-3.2217860e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8314120e+01	(1.4176533e+00 2.5500000e+00 6.9680988e+00)
210            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7937925e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
210            	T              	2.9144860e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
210            	p_rgh          	-3.2217498e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8336223e+01	(1.4176533e+00 2.5500000e+00 6.9680988e+00)
211            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7937488e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
211            	T              	2.9144859e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
211            	p_rgh          	-3.2217444e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8352155e+01	(1.4176533e+00 2.5500000e+00 6.9680988e+00)
212            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7936790e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
212            	T              	2.9144859e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
212            	p_rgh          	-3.2218813e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8373173e+01	(1.4176533e+00 2.5500000e+00 6.9680988e+00)
213            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7935935e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
213            	T              	2.9144859e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
213            	p_rgh          	-3.2220208e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8388349e+01	(1.4176533e+00 2.5500000e+00 6.9680988e+00)
214            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7934929e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
214            	T              	2.9144859e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
214            	p_rgh          	-3.2222859e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8408007e+01	(1.4176533e+00 2.5500000e+00 6.9680988e+00)
215            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7933718e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
215            	T              	2.9144859e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
215            	p_rgh          	-3.2225712e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8422619e+01	(1.4176533e+00 2.5500000e+00 6.9680988e+00)
216            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7932282e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
216            	T              	2.9144860e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
216            	p_rgh          	-3.2229584e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8441816e+01	(1.4176533e+00 2.5500000e+00 6.9680988e+00)
217            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7930625e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
217            	T              	2.9144860e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
217            	p_rgh          	-3.2233519e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8455956e+01	(1.4176533e+00 2.5500000e+00 6.9680988e+00)
218            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7928754e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
218            	T              	2.9144860e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
218            	p_rgh          	-3.2238198e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8474056e+01	(1.4176533e+00 2.5500000e+00 6.9680988e+00)
219            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7926671e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
219            	T              	2.9144861e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
219            	p_rgh          	-3.2242843e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8487816e+01	(1.4176533e+00 2.5500000e+00 6.9680988e+00)
220            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7924367e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
220            	T              	2.9144861e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
220            	p_rgh          	-3.2248069e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8505415e+01	(1.4176533e+00 2.5500000e+00 6.9680988e+00)
221            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7921833e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
221            	T              	2.9144861e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
221            	p_rgh          	-3.2253181e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8519275e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
222            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7919055e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
222            	T              	2.9144862e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
222            	p_rgh          	-3.2258519e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8535950e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
223            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7916021e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
223            	T              	2.9144862e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
223            	p_rgh          	-3.2263873e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8550872e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
224            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7912717e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
224            	T              	2.9144863e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
224            	p_rgh          	-3.2269296e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8565798e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
225            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7909131e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
225            	T              	2.9144863e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
225            	p_rgh          	-3.2274634e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8579791e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
226            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7905251e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
226            	T              	2.9144863e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
226            	p_rgh          	-3.2279900e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8593660e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
227            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7901070e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
227            	T              	2.9144864e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
227            	p_rgh          	-3.2284926e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8607151e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
228            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7896583e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
228            	T              	2.9144864e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
228            	p_rgh          	-3.2289935e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8620236e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
229            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7891785e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
229            	T              	2.9144865e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
229            	p_rgh          	-3.2294752e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8633078e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
230            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7886677e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
230            	T              	2.9144865e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
230            	p_rgh          	-3.2299377e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8645708e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
231            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7881261e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
231            	T              	2.9144865e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
231            	p_rgh          	-3.2303761e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8658196e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
232            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7875540e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
232            	T              	2.9144866e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
232            	p_rgh          	-3.2308013e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8670352e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
233            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7869521e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
233            	T              	2.9144866e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
233            	p_rgh          	-3.2312018e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8682389e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
234            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7863215e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
234            	T              	2.9144866e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
234            	p_rgh          	-3.2315789e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8694238e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
235            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7856634e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
235            	T              	2.9144867e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
235            	p_rgh          	-3.2319407e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8705879e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
236            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7849792e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
236            	T              	2.9144867e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
236            	p_rgh          	-3.2322878e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8717228e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
237            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7842706e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
237            	T              	2.9144867e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
237            	p_rgh          	-3.2326139e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8728446e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
238            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7835388e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
238            	T              	2.9144867e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
238            	p_rgh          	-3.2329211e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8739428e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
239            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7827853e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
239            	T              	2.9144868e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
239            	p_rgh          	-3.2332093e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8750219e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
240            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7820122e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
240            	T              	2.9144868e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
240            	p_rgh          	-3.2335028e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8760663e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
241            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7812216e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
241            	T              	2.9144868e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
241            	p_rgh          	-3.2337809e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8771026e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
242            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7804159e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
242            	T              	2.9144868e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
242            	p_rgh          	-3.2340504e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8781069e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
243            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7795967e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
243            	T              	2.9144868e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
243            	p_rgh          	-3.2343130e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8790850e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
244            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7787659e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
244            	T              	2.9144868e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
244            	p_rgh          	-3.2345701e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8800327e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
245            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7779250e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
245            	T              	2.9144869e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
245            	p_rgh          	-3.2348161e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8809667e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
246            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7770758e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
246            	T              	2.9144869e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
246            	p_rgh          	-3.2350625e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8818661e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
247            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7762201e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
247            	T              	2.9144869e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
247            	p_rgh          	-3.2352938e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8827571e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
248            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7753595e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
248            	T              	2.9144869e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
248            	p_rgh          	-3.2355355e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8836054e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
249            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7744957e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
249            	T              	2.9144869e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
249            	p_rgh          	-3.2357718e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8844345e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
250            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7736303e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
250            	T              	2.9144869e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
250            	p_rgh          	-3.2360087e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8852327e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
251            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7727649e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
251            	T              	2.9144869e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
251            	p_rgh          	-3.2362354e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8860171e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
252            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7719008e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
252            	T              	2.9144870e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
252            	p_rgh          	-3.2364714e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8867607e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
253            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7710398e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
253            	T              	2.9144870e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
253            	p_rgh          	-3.2367058e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8874838e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
254            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7701839e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
254            	T              	2.9144870e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
254            	p_rgh          	-3.2369454e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8881727e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
255            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7693342e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
255            	T              	2.9144870e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
255            	p_rgh          	-3.2371798e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8888454e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
256            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7684916e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
256            	T              	2.9144870e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
256            	p_rgh          	-3.2374253e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8894802e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
257            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7676568e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
257            	T              	2.9144871e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
257            	p_rgh          	-3.2376699e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8900961e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
258            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7668303e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
