T,V
291.45,0.0003191234
291.45,0.002629134
291.45,0.002701855
291.45,0.0003362826
291.45,0.0003363639
291.45,0.0003359842
291.45,0.0003361253
291.4501,0.0003325412
291.4501,0.0003323013
291.4501,0.0003380821
291.4501,0.0003379832
291.4502,0.002558796
291.4501,0.002601588
291.4501,0.002608003
291.45,0.002616372
291.45,0.002632434
291.45,0.002521783
291.4501,0.0003366422
291.4501,0.0003186424
291.4501,0.0003364907
291.4501,0.0003184981
291.45,0.00033283
291.4501,0.0003328443
291.4501,0.000332723
291.4501,0.0003327504
291.4501,0.0003178636
291.4501,0.0003178233
291.4501,0.00245332
291.4502,0.002583354
291.4501,0.00259909
291.4501,0.002616441
291.4501,0.002636126
291.4501,0.002650198
291.4501,0.002749809
291.4501,0.0003330018
291.4501,0.0003170281
291.4501,0.0003329171
291.4501,0.0003169502
291.4501,0.000317919
291.4501,0.0003179201
291.4501,0.0003178919
291.4501,0.0003178953
291.45,0.002673048
291.4501,0.00258995
291.4502,0.002597835
291.4502,0.002620799
291.4502,0.002642168
291.4501,0.002530789
291.4501,0.002645094
291.4501,0.0003024241
291.4502,0.0003220443
291.4501,0.0003024043
291.4502,0.0003219834
291.4501,0.0003179795
291.4501,0.0003383033
291.4501,0.0003179455
291.4501,0.0003382724
291.45,0.002602072
291.4501,0.002605108
291.4501,0.002608257
291.4502,0.002632328
291.4502,0.002652951
291.4503,0.002728708
291.4502,0.002756243
291.4502,0.0003221393
291.4502,0.0003221561
291.4502,0.0003219959
291.4503,0.0003220161
291.45,0.002588009
291.45,0.002614355
291.45,0.0003363765
291.45,0.0003367803
291.45,0.002627591
291.4501,0.002649396
291.4501,0.002669034
291.4502,0.002660353
291.4503,0.000321151
291.4502,0.0003392387
291.4503,0.0003200636
291.4502,0.0003382645
291.4502,0.0003227108
291.4502,0.0003186102
291.4502,0.0003179688
291.4502,0.0003030439
291.4502,0.0003222311
291.4502,0.0003027065
291.45,0.002563421
291.45,0.002625897
291.45,0.000334925
291.45,0.0003344967
291.45,0.002647456
291.45,0.002664201
291.4501,0.002683669
291.4501,0.002769215
291.4502,0.0003419607
291.4501,0.0003419955
291.4502,0.0003401204
291.4501,0.0003401809
291.4502,0.0003373557
291.4502,0.0003356452
291.4502,0.0003415472
291.4502,0.0003399791
291.45,0.002647399
291.45,0.002645655
291.45,0.002660678
291.45,0.002670667
291.4501,0.002684075
291.4501,0.002637176
291.4502,0.0003276174
291.4501,0.0003048193
291.4501,0.0003440189
291.4501,0.0003257649
291.4501,0.0003391716
291.4501,0.0003391777
291.4501,0.0003232253
291.4505,0.002649857
291.4505,0.002806095
291.4505,0.002218017
291.4503,0.003182934
291.4503,0.003210159
291.4504,0.002660775
291.4502,0.002682279
291.4502,0.003053397
291.4504,0.002886233
291.4502,0.0001864425
291.4502,0.003060426
291.4502,0.0001864208
291.4502,0.0002855572
291.4502,0.0002855317
291.4502,0.003161295
291.6838,0.002612865
291.4499,0.0003084634
291.4569,0.002400136
291.4497,0.0003077351
291.4504,0.0003073941
291.452,0.0003070026
291.4493,0.0002416246
291.4762,0.0002414235
291.45,0.0002865471
291.4489,0.0002860725
291.45,0.0003326453
291.45,0.0003270906
291.4503,0.002536213
291.45,0.0003324951
291.45,0.0003268136
291.45,0.0003300551
291.45,0.000329781
291.45,0.0003155709
291.45,0.0003294524
291.4501,0.002541751
291.45,0.0003153982
291.45,0.0003291896
291.45,0.0003328997
291.45,0.0003326372
291.45,0.0003178774
291.45,0.0003317216
291.4501,0.002544945
291.45,0.000317034
291.45,0.0003310253
291.4503,0.002549309
291.45,0.0003196613
291.45,0.0003333987
291.4502,0.002561416
291.45,0.0003209066
291.45,0.0003205259
291.45,0.0003346979
291.4502,0.0003429578
291.45,0.0003349195
291.4502,0.000320353
291.4501,0.002698855
291.4502,0.0003204254
291.4501,0.0003169948
291.4501,0.0003170323
291.4502,0.0003568809
291.4502,0.0003569037
291.4502,0.0003430149
291.45,0.0003350188
291.45,0.0003368548
291.45,0.0003369428
291.45,0.0003206326
291.45,0.0003348964
291.45,0.0003371794
291.45,0.0003373473
291.45,0.0003211296
291.45,0.0003338502
291.4502,0.002575358
291.4502,0.002350978
291.4502,0.000291594
291.4501,0.0003242818
291.4501,0.0003028825
291.4502,0.0002915889
291.4501,0.0003135676
291.4501,0.0003283616
291.4502,0.002522138
291.4501,0.0003463073
291.4501,0.0003463068
291.4503,0.002666772
291.4503,0.0003875307
291.4502,0.0003236815
291.4503,0.000387343
291.4502,0.0003234607
291.4504,0.000391618
291.4503,0.0003531594
291.4504,0.0003915944
291.4503,0.0003531235
291.4501,0.002850745
291.45,0.00032035
291.45,0.000319885
291.45,0.000318179
291.4503,0.0003790549
291.45,0.0003179167
291.4503,0.000378766
291.45,0.0003429221
291.45,0.0003428527
296.8463,0.003090091
299.0815,0.002819362
296.9059,0.002733098
293.5222,0.0027678
291.8381,0.002791887
291.4863,0.002895104
291.4527,0.002978818
291.4503,0.002860937
300.2323,0.0003234046
300.5568,0.0003217361
300.9396,0.002763021
301.0087,0.002547891
300.7091,0.003061847
300.6484,0.0003223245
300.7883,0.0003223682
300.4467,0.0003483603
300.6373,0.0003483244
301.0893,0.002946469
300.2528,0.003062904
299.6551,0.0003555089
299.4378,0.0003632774
301.1328,0.002772874
300.1628,0.003104413
301.1519,0.002761264
300.2365,0.002893995
299.0405,0.0003464701
298.2291,0.0003552317
298.3987,0.0003584865
299.0081,0.00322475
299.1297,0.0003680522
298.4965,0.0003361511
299.0224,0.0003418251
299.0452,0.0003677905
298.4438,0.000358115
299.0767,0.0003684848
298.8545,0.0003527481
300.1619,0.0003413878
301.0911,0.002924946
300.0418,0.002969307
298.7721,0.002824523
296.4433,0.0003467555
294.8169,0.0003386256
295.6999,0.0003471567
296.0511,0.0003429966
297.0958,0.0003267094
296.1311,0.0003226685
296.9434,0.0003252027
296.3374,0.002751134
297.0307,0.0003511442
295.9607,0.0003429075
297.1203,0.0003551275
296.6142,0.0003475961
295.6788,0.0003462083
297.1805,0.0003522956
297.7792,0.0003436164
296.235,0.0003544779
297.6183,0.0003500776
300.3481,0.0003214411
299.0789,0.0003400764
299.5985,0.0003404144
293.2769,0.002733221
293.6623,0.0004031156
294.2795,0.0003867741
292.9624,0.0003686593
293.6852,0.0003762091
294.6188,0.0003317057
294.4545,0.0003359717
299.6914,0.0002828535
297.968,0.0003169554
291.8563,0.002769795
291.4922,0.002965339
291.4572,0.002880358
300.9464,0.00252018
299.3588,0.002677
296.6202,0.002605463
293.2773,0.002575049
292.0956,0.002570402
291.6237,0.002601913
291.4282,0.003036112
291.462,0.002752879
291.548,0.0003187221
291.4612,0.002557066
291.5242,0.0003185366
291.5285,0.0003211719
291.5106,0.0003208133
291.4677,0.0003223061
291.4667,0.0003222785
291.5052,0.0003034709
291.4938,0.000303463
291.5747,0.0003402688
291.6684,0.0003367935
291.5074,0.002885488
291.4589,0.00272106
291.569,0.000340362
291.6371,0.0003365338
291.6032,0.0003217682
291.5696,0.000321401
291.6667,0.0003226886
291.8531,0.0003409204
291.5976,0.0003241731
291.4708,0.002626883
291.5444,0.000323107
291.528,0.0003270199
291.5022,0.0003262091
291.453,0.002790694
291.6797,0.0003216234
291.7834,0.0003391588
291.7309,0.0003625609
291.6424,0.0003609619
292.2613,0.0003557841
291.9659,0.0003450606
291.546,0.002837403
291.4624,0.002813042
291.7823,0.0003442074
291.7904,0.000349018
291.6635,0.0003489585
291.4511,0.002857712
291.8404,0.0003278682
292.1269,0.0003481484
292.1742,0.0003490881
291.9608,0.0003460923
292.6525,0.002830991
291.6304,0.002810993
291.4635,0.00286929
292.7138,0.0003451823
292.605,0.0003490534
291.4507,0.002901037
293.0139,0.0003682522
292.9492,0.0003502443
296.7177,0.002742638
293.3688,0.002806263
291.7739,0.002841507
293.8301,0.0003484108
293.4387,0.0003540837
291.4769,0.002912826
294.3608,0.0003379139
294.1541,0.0003578236
291.4519,0.002898537
292.113,0.0003431104
292.6687,0.0003998527
291.4517,0.002615848
291.4508,0.002662997
291.452,0.0003218544
291.4521,0.0003217266
291.4544,0.0003220398
291.454,0.0003219146
291.4508,0.002690444
291.4508,0.002747817
291.4506,0.002822773
291.4503,0.002895451
291.4501,0.002951328
291.4502,0.002782017
291.4514,0.00270097
291.4504,0.002525124
291.45,0.0003159596
291.45,0.0003152864
291.45,0.0003179627
291.4501,0.0003171899
291.4508,0.0003020082
291.451,0.0003016494
291.4516,0.0003216601
291.4518,0.0003212158
291.4501,0.002665058
291.45,0.0003326427
291.45,0.0003380654
291.45,0.0003379285
291.45,0.0003324525
291.45,0.002693329
291.45,0.0003178038
291.4501,0.002751763
291.4501,0.002819117
291.4501,0.002875216
291.4501,0.002554639
291.4501,0.002763462
291.45,0.002653772
291.45,0.000336275
291.45,0.0003360311
291.45,0.002653619
291.45,0.00267464
291.45,0.002723188
291.4501,0.002776456
291.4501,0.002865652
291.4501,0.0002746404
291.4501,0.0002746678
291.4502,0.0001493873
291.4502,0.0001496087
291.4501,0.002568398
291.45,0.002656458
291.45,0.0003382387
291.45,0.0003214226
291.45,0.0003372663
291.45,0.0003193914
291.45,0.002636282
291.45,0.0003326394
291.45,0.0003329315
291.45,0.0003324576
291.45,0.0003325321
291.45,0.002634616
291.45,0.0003177472
291.45,0.0003176668
291.45,0.0003177429
291.45,0.0003176455
291.45,0.002641838
291.45,0.002633298
291.4501,0.002473809
291.4501,0.0003161974
291.4501,0.0003163093
291.4501,0.0003061462
291.4501,0.0003063278
291.4502,0.002640021
291.4501,0.002654687
291.45,0.002630517
291.45,0.0003345517
291.45,0.000334247
291.45,0.002622299
291.45,0.0003176682
291.45,0.0003178845
291.45,0.0003176292
291.45,0.0003178148
291.45,0.002627959
291.45,0.00249966
291.4501,0.002712891
291.4501,0.0003207878
291.4501,0.0003066862
291.4501,0.0003193762
291.4501,0.0003196803
291.4501,0.002614073
291.4501,0.002627106
291.45,0.00262346
291.45,0.002618821
291.45,0.0003190949
291.45,0.0003190475
291.45,0.002628429
291.45,0.002743451
291.4501,0.0003355399
291.4501,0.0003357882
291.4501,0.0003166117
291.4501,0.0003171223
291.4501,0.0003319257
291.4501,0.0003154012
291.4501,0.000337834
291.4501,0.0003428033
291.4501,0.002560318
291.4501,0.002603587
291.4501,0.002609492
291.45,0.002616168
291.45,0.002630542
291.45,0.002518653
291.4501,0.0003363788
291.4501,0.0003184112
291.45,0.000336185
291.4501,0.0003182517
291.4501,0.0003325934
291.4501,0.0003326433
291.4501,0.0003324058
291.4501,0.0003324949
291.4501,0.000317771
291.4501,0.0003176902
291.4501,0.002455143
291.4502,0.002583702
291.4501,0.002597607
291.4501,0.002613243
291.4501,0.002632282
291.4501,0.00264679
291.4501,0.002747923
291.4501,0.000332852
291.4501,0.000316886
291.4501,0.0003327682
291.4501,0.0003168092
291.4501,0.000317866
291.4501,0.0003178721
291.4501,0.0003178328
291.4501,0.00031784
291.45,0.002677382
291.4501,0.00258924
291.4502,0.002592524
291.4502,0.002613149
291.4501,0.002635066
291.4501,0.002525521
291.4501,0.002642351
291.4501,0.000302388
291.4502,0.0003219936
291.4501,0.0003023718
291.4501,0.0003219583
291.4501,0.0003179214
291.4501,0.0003382466
291.4501,0.0003178976
291.4501,0.0003382236
291.45,0.00260993
291.45,0.00260429
291.4501,0.002598389
291.4502,0.002618106
291.4502,0.002641067
291.4502,0.002719005
291.4502,0.002751821
291.4502,0.0003220138
291.4503,0.0003220335
291.4502,0.0003219486
291.4502,0.0003219716
291.45,0.00260186
291.45,0.002614193
291.45,0.0003372233
291.45,0.0003373906
291.45,0.002611653
291.4501,0.002630659
291.4501,0.002651891
291.4502,0.002644826
291.4503,0.0003197846
291.4502,0.0003379144
291.4502,0.0003192265
291.4502,0.0003374304
291.4502,0.0003221511
291.4502,0.0003176101
291.4502,0.0003173743
291.4502,0.000302543
291.4502,0.0003220166
291.4502,0.0003024824
291.45,0.002583489
291.45,0.0026155
291.45,0.000335786
291.45,0.0003353504
291.45,0.000336177
291.45,0.0003357355
291.45,0.002630026
291.45,0.00264937
291.4501,0.002668245
291.4501,0.00274487
291.4502,0.0003391591
291.4501,0.000339221
291.4502,0.0003381792
291.4501,0.0003382623
291.4502,0.0003346305
291.4502,0.000333928
291.4502,0.0003390634
291.4502,0.0003386489
291.45,0.002558581
291.45,0.002624289
291.45,0.0003340235
291.45,0.000333732
291.45,0.002647725
291.45,0.002664515
291.45,0.002683268
291.4501,0.00257445
291.4501,0.000342021
291.4501,0.0003240077
291.4501,0.0003401643
291.4501,0.0003220427
291.4501,0.0003373082
291.4501,0.0003373167
291.4501,0.0003356099
291.4501,0.0003356232
291.4501,0.0003210743
291.4501,0.000319552
291.4514,0.002642748
291.4501,0.002644233
291.45,0.002660223
291.45,0.002670769
291.4501,0.002684289
291.4501,0.002708881
291.4501,0.002842647
291.4501,0.0003392147
291.4501,0.0003231992
291.4501,0.0003232228
291.4501,0.0003232239
291.4505,0.002636466
291.4505,0.002801928
291.4505,0.002217134
291.4503,0.003177585
291.4503,0.003208779
291.4504,0.002660403
291.4502,0.002681599
291.4502,0.003053322
291.4504,0.002887132
291.4502,0.0001864216
291.4502,0.003060605
291.4502,0.0001864178
291.4502,0.000285565
291.4502,0.0002855557
291.4502,0.00315958
293.1183,0.002448556
291.4458,0.0003066801
291.614,0.002448606
291.4226,0.0002846745
291.4689,0.0003059761
291.6042,0.0002835686
291.749,0.0002408948
293.1229,0.000239878
291.4355,0.000285226
291.4212,0.0002977825
291.45,0.0003321402
291.45,0.0003263151
291.456,0.002535611
291.4499,0.0003314167
291.4499,0.0003254718
291.45,0.0003292394
291.4485,0.0003286026
291.45,0.0003152874
291.45,0.0003289712
291.4503,0.002541472
291.45,0.0003151149
291.45,0.0003286619
291.45,0.0003323221
291.45,0.0003319926
291.45,0.0003166139
291.45,0.0003305812
291.4501,0.002544861
291.45,0.000316431
291.45,0.0003303024
291.45,0.0003184001
291.45,0.0003325265
291.4503,0.002549689
291.45,0.0003175294
291.45,0.0003318144
291.4503,0.002501154
291.45,0.0003199908
291.4502,0.00259967
291.45,0.0003212824
291.45,0.000334201
291.45,0.0003207069
291.45,0.0003350684
291.4502,0.0003430518
291.45,0.0003351159
291.4502,0.0003204791
291.4501,0.002699623
291.4501,0.0003205185
291.4501,0.0003171319
291.4501,0.0003171689
291.4502,0.0003569217
291.4502,0.0003569321
291.4502,0.0003430796
291.45,0.0003351681
291.45,0.0003370852
291.45,0.0003371383
291.45,0.0003207517
291.45,0.0003351587
291.45,0.0003375901
291.45,0.0003376653
291.45,0.0003213758
291.45,0.0003343898
291.45,0.0003201945
291.45,0.0003329624
291.4502,0.000291578
291.4502,0.0002915673
291.4501,0.0003187275
291.4501,0.0003335363
291.4502,0.002351113
291.4501,0.0003463101
291.4501,0.0003516881
291.4502,0.002517779
291.4502,0.002642319
291.4503,0.0003869448
291.4502,0.0003231019
291.4503,0.00038568
291.4502,0.0003221034
291.4503,0.0003915521
291.4503,0.0003530531
291.4503,0.00039158
291.4503,0.0003529529
291.4501,0.002960086
291.45,0.0003192112
291.45,0.0003180379
291.45,0.0003172519
291.4503,0.0003781365
291.45,0.0003148019
291.4503,0.0003739112
291.45,0.0003427354
291.45,0.0003425256
295.4203,0.0003246849
298.9135,0.002806542
296.4245,0.0003259348
295.1991,0.000329439
295.8898,0.0003110344
300.3336,0.002941957
299.3268,0.002886886
297.2602,0.002816012
293.6625,0.002794571
291.9129,0.002845679
291.5026,0.002969293
291.4577,0.002626999
300.4988,0.000323217
300.7229,0.0003221286
300.8812,0.002761737
301.0079,0.002541721
300.7175,0.003058616
300.87,0.0003224968
300.9032,0.0003225276
300.7197,0.0003482648
300.7487,0.0003481798
301.0857,0.002933045
300.2755,0.003065397
299.9817,0.0003559952
300.199,0.0003558522
299.6673,0.0003638458
299.8488,0.0003638277
300.4001,0.00034158
301.1425,0.002753743
300.035,0.003048283
299.4498,0.0003694765
299.2074,0.0003703605
301.1994,0.002714216
300.1721,0.002850395
301.231,0.002733272
299.5923,0.0003476122
298.859,0.0003584478
298.4802,0.0003593338
298.1669,0.000336113
298.8003,0.0003419068
297.9208,0.0003363962
298.4274,0.0003205296
299.1083,0.000369057
298.3232,0.0003639949
298.8433,0.0003716081
298.6882,0.000361368
299.2953,0.0003540271
301.1805,0.002913313
300.4015,0.002965891
299.3165,0.002827272
298.1859,0.0003455747
296.7165,0.0003612664
296.0019,0.0003510518
295.9113,0.0003428048
296.9724,0.0003550961
295.6494,0.0003506313
296.6479,0.0003831366
297.0469,0.002758821
297.3324,0.0003539548
296.0255,0.0003412629
297.1613,0.000366818
297.8429,0.0003562859
296.9403,0.0003679902
297.8886,0.0003607516
298.901,0.0003454556
297.9225,0.0003521339
298.6165,0.000351681
300.5854,0.0003219234
299.7253,0.0003373179
300.0848,0.0003402042
293.7844,0.002749847
294.1309,0.000378579
294.063,0.0003964029
294.7084,0.0003405843
294.6463,0.0003490481
296.1548,0.0003224635
295.6759,0.0003261253
300.2846,0.0002793843
298.5882,0.0003137626
292.0942,0.002827843
291.481,0.003547533
301.0729,0.002519759
299.7745,0.002677152
297.6774,0.002606606
294.0697,0.002577895
292.4153,0.002576914
291.8083,0.002625029
292.4595,0.002199162
291.4568,0.002737357
291.5076,0.000318326
291.4547,0.002546848
291.4917,0.0003179823
291.4971,0.0003205963
291.4829,0.0003201701
291.4658,0.0003222452
291.4627,0.000322107
291.4939,0.0003034122
291.48,0.0003032917
291.5674,0.0003404144
291.6099,0.000336394
291.4869,0.002874215
291.4547,0.002705224
291.5479,0.0003403894
291.5825,0.0003362516
291.5516,0.0003210985
291.5295,0.0003208909
291.6772,0.0003214781
291.717,0.0003384886
291.5157,0.0003222793
291.4636,0.002613802
291.5033,0.0003217134
291.4845,0.0003254208
291.4816,0.000324666
291.4527,0.002767067
291.6677,0.0003215401
291.6613,0.0003382401
291.5921,0.0003599886
291.5571,0.0003595335
291.8363,0.0003242071
291.9664,0.0003445189
291.6368,0.0003428899
291.4815,0.002833061
291.4555,0.002804229
291.5553,0.0003417976
291.5588,0.0003479832
291.5138,0.0003472236
291.4509,0.002835039
291.8211,0.0003231119
291.8078,0.0003429993
291.7684,0.0003437043
291.6387,0.0003422784
292.7116,0.0003612851
292.2436,0.0003460876
291.8577,0.002770026
291.5115,0.002821873
291.4545,0.002864255
291.959,0.0003453055
292.0267,0.00034992
291.8655,0.0003497279
291.4504,0.002876216
292.0822,0.0003313597
292.3889,0.0003552942
292.5043,0.0003501583
292.1185,0.0003477385
295.44,0.002908454
292.5339,0.002829612
293.1939,0.0003511841
291.5897,0.002867679
291.4602,0.002897055
293.4757,0.0003456146
291.4509,0.002855793
294.1292,0.0003474442
293.7457,0.0003458691
298.8989,0.002819099
296.7703,0.0028537
293.3713,0.002846931
291.8237,0.002886659
291.494,0.002913553
291.4566,0.002577817
292.4194,0.0003786298
291.4519,0.002570533
291.4509,0.002655398
291.4523,0.0003216127
291.4522,0.0003211625
291.4541,0.000321804
291.4537,0.0003213688
291.4503,0.002676999
291.4503,0.002716903
291.4502,0.00278631
291.4502,0.002858533
291.4501,0.00292286
291.4502,0.00275646
291.4514,0.002633688
291.4509,0.002587498
291.45,0.0003145854
291.45,0.0002940462
291.4501,0.0003159347
291.4501,0.0002897491
291.4514,0.0003006655
291.4516,0.0003096053
291.4521,0.000320109
291.4523,0.0003138727
291.4502,0.002662056
291.45,0.0003321943
291.45,0.0003377392
291.45,0.0003374354
291.45,0.0003319644
291.45,0.002671236
291.45,0.0003177429
291.45,0.0003176249
291.45,0.002706431
291.45,0.002774347
291.4501,0.002816576
291.4501,0.002544366
291.4501,0.002664643
291.4501,0.002668381
291.45,0.0003358574
291.45,0.0003172042
291.45,0.002648392
291.45,0.00265156
291.45,0.002669193
291.45,0.002736074
291.4501,0.002740128
291.4501,0.0002749801
291.4501,0.00027523
291.4502,0.0001499304
291.4501,0.0001499186
291.4502,0.002665879
291.4501,0.002669621
291.45,0.002640723
291.45,0.0003337457
291.45,0.0003329981
291.45,0.002630693
291.45,0.0003175822
291.45,0.0003177129
291.45,0.0003175241
291.45,0.0003175724
291.45,0.00263328
291.45,0.002621584
291.4501,0.002523954
291.4501,0.0003166053
291.4501,0.0003171811
291.4501,0.0003067974
291.4501,0.0003080988
291.4501,0.002620271
291.4501,0.002637051
291.45,0.002631813
291.45,0.002623858
291.45,0.0003189626
291.45,0.0003188419
291.45,0.00262948
291.45,0.00255734
291.4501,0.002717946
291.4501,0.0003160004
291.4501,0.0003017644
291.4501,0.000320091
291.4501,0.0003206188
291.4501,0.002562905
291.4501,0.002608416
291.4501,0.002614566
291.45,0.002618856
291.45,0.002630277
291.4501,0.002566616
291.4501,0.0003359126
291.4501,0.0003180338
291.4501,0.0003173672
291.4501,0.0002951849
291.4501,0.0003321134
291.4501,0.0003322714
291.4501,0.0003157078
291.4501,0.0003159802
291.4501,0.0003175692
291.4501,0.0003377166
291.4501,0.002457057
291.4501,0.002585841
291.4501,0.002599266
291.4501,0.002613165
291.45,0.002630553
291.4501,0.002644389
291.4501,0.002746018
291.4501,0.0003326826
291.4501,0.0003167344
291.4501,0.0003325603
291.4501,0.0003166253
291.4501,0.0003177853
291.4501,0.0003178032
291.4501,0.0003177235
291.4501,0.0003177544
291.45,0.002680414
291.4501,0.002589998
291.4502,0.00259101
291.4501,0.002609771
291.4501,0.002631076
291.4501,0.002522183
291.4501,0.002640426
291.4501,0.0003023596
291.4501,0.0003219602
291.4501,0.0003023429
291.4501,0.0003219353
291.4501,0.0003178773
291.4501,0.0003382042
291.4501,0.0003178483
291.4501,0.0003381796
291.45,0.002614634
291.45,0.002604535
291.4501,0.002593649
291.4502,0.002610369
291.4502,0.002633783
291.4501,0.002712994
291.4501,0.002749311
291.4502,0.0003219616
291.4502,0.0003219857
291.4502,0.0003219235
291.4502,0.0003219479
291.45,0.002609885
291.45,0.002614692
291.45,0.0003376326
291.45,0.0003377146
291.45,0.002603226
291.4501,0.00261644
291.4502,0.002639923
291.4502,0.002635367
291.4502,0.0003191413
291.4502,0.0003373126
291.4502,0.000318837
291.4502,0.0003370502
291.4502,0.0003220279
291.4502,0.0003172413
291.4502,0.0003171323
291.4502,0.0003024479
291.4502,0.0003219665
291.4502,0.0003024279
291.45,0.002597127
291.45,0.002616229
291.45,0.0003366161
291.45,0.0003361752
291.45,0.0003367784
291.45,0.0003363387
291.45,0.002615306
291.45,0.002630833
291.4501,0.002651118
291.4501,0.002728988
291.4502,0.0003378277
291.4501,0.0003379153
291.4502,0.0003373378
291.4501,0.0003374425
291.4502,0.0003336051
291.4502,0.0003333484
291.4502,0.0003384524
291.4502,0.0003383695
291.45,0.002577462
291.45,0.002613707
291.45,0.0003348626
291.45,0.0003345614
291.45,0.0003352418
291.45,0.0003349258
291.45,0.002630842
291.45,0.0003322436
291.45,0.002649939
291.45,0.002667879
291.45,0.002553262
291.4501,0.0003392029
291.4501,0.0003212404
291.4501,0.0003382146
291.45,0.0003201861
291.4501,0.0003345968
291.4501,0.0003346113
291.4501,0.0003339031
291.4501,0.0003339199
291.4501,0.000318713
291.4501,0.0003183006
291.4502,0.002550823
291.45,0.002621976
291.45,0.0003333999
291.45,0.0003330178
291.45,0.002647216
291.45,0.002664712
291.45,0.002683266
291.45,0.002698754
291.45,0.002788077
291.4501,0.0003373542
291.4501,0.0003212794
291.4501,0.0003356438
291.4501,0.0003196798
291.4501,0.000321068
291.4501,0.000321068
291.4501,0.0003195509
291.4501,0.0003195521
291.5235,0.002687334
291.4533,0.002642904
291.4503,0.002659686
291.4501,0.002670703
291.4501,0.002684721
291.4501,0.00263694
291.4501,0.002720456
291.4501,0.0003243818
291.4501,0.0003299559
291.4501,0.0003073177
291.4501,0.0003270869
291.4501,0.0003232241
291.4501,0.000343862
291.4505,0.002630456
291.4505,0.002800376
291.4505,0.002216508
291.4503,0.003175773
291.4503,0.003208309
291.4504,0.002659699
291.4502,0.002681539
291.4502,0.00305328
291.4504,0.002887741
291.4502,0.0001864207
291.4502,0.003061315
291.4502,0.0001864263
291.4502,0.0002855721
291.4502,0.0002855701
291.4502,0.003154285
296.0891,0.00262542
292.7236,0.002628219
292.4711,0.002466795
294.6684,0.0002382667
296.4124,0.0002367188
291.3375,0.0002876896
296.4815,0.0003000707
291.4491,0.0003301899
291.4481,0.0003241833
291.5373,0.002535662
291.4387,0.0003336866
291.4206,0.0003071221
291.4334,0.0003273767
291.5457,0.0003081505
291.45,0.0003147302
291.45,0.0003281154
291.4537,0.00254127
291.45,0.0003139269
291.4499,0.0003271872
291.4499,0.000331389
291.4488,0.0003306355
291.45,0.0003163125
291.45,0.0003300707
291.4503,0.002544745
291.45,0.0003161277
291.45,0.0003297372
291.45,0.0003171015
291.45,0.0003313589
291.4503,0.002549923
291.45,0.0003169108
291.45,0.0003310716
291.45,0.0003187054
291.4503,0.002495653
291.45,0.0003178211
291.4502,0.002575331
291.4502,0.000291565
291.4502,0.0002915639
291.4501,0.000333541
291.4501,0.0003335411
291.45,0.0003203311
291.45,0.0003333017
291.45,0.0003214394
291.45,0.0003345537
291.45,0.0003207861
291.45,0.000335244
291.4502,0.0003430986
291.45,0.0003352202
291.4502,0.0003205489
291.4501,0.002699906
291.4501,0.0003205773
291.4501,0.0003172235
291.4501,0.0003172699
291.4502,0.0003569405
291.4502,0.0003569435
291.4502,0.0003431125
291.45,0.0003352553
291.45,0.0003372187
291.45,0.0003372657
291.45,0.0003208081
291.45,0.0003352931
291.45,0.0003378007
291.45,0.0003378498
291.45,0.0003214806
291.45,0.0003346423
291.45,0.0003204168
291.45,0.0003334859
291.45,0.0003188906
291.4501,0.002351505
291.4502,0.002521067
291.4502,0.002982928
291.4503,0.0003823104
291.4502,0.00032003
291.4503,0.0003719695
291.4502,0.0003149398
291.4503,0.0003916651
291.4503,0.000352797
291.4503,0.0003920014
291.4503,0.0003524279
291.45,0.0003166643
291.45,0.0003068488
291.4503,0.0003529953
291.45,0.0002995212
291.4503,0.0002487535
291.45,0.0003421176
291.45,0.0003410818
294.9038,0.0003472017
298.0238,0.00313795
300.1054,0.002820373
295.8147,0.0003332665
294.8329,0.0003525099
295.389,0.0003361325
301.2793,0.002717598
300.4656,0.002931772
299.5723,0.002889285
297.7779,0.002829829
294.2362,0.002821216
292.2081,0.002888136
291.5532,0.003323476
300.6461,0.0003231775
300.8025,0.000322424
300.6155,0.002761172
300.9265,0.002539497
300.4631,0.003056152
300.8763,0.0003225404
300.8647,0.0003225252
300.7289,0.0003480857
300.6892,0.0003480264
301.0098,0.002926847
300.1983,0.003062186
300.278,0.0003555755
300.3345,0.0003553034
299.832,0.0003632235
299.8358,0.0003628689
300.8397,0.0003225813
300.4789,0.0003415374
300.5333,0.0003414398
301.0882,0.002743422
299.6921,0.003008421
299.4496,0.0003701399
299.4188,0.0003702327
299.008,0.0003707272
298.8065,0.0003709053
299.8497,0.0003475387
299.4259,0.0003537294
301.1665,0.002694445
299.6823,0.003044915
299.0803,0.0003708985
298.6289,0.0003678549
301.2331,0.002680567
299.009,0.0003597063
298.4268,0.000361965
297.7868,0.0003583692
298.4919,0.000366726
297.659,0.000342585
298.0545,0.0003454846
298.0365,0.0003591281
298.5926,0.0003624644
301.2904,0.002908282
300.5834,0.002964843
299.8345,0.002830196
298.918,0.0003409011
297.7674,0.0003586729
296.5121,0.0003711061
295.5093,0.0003465995
296.592,0.0003514963
295.0902,0.0003466429
296.1417,0.0003728555
298.024,0.002766026
297.4383,0.0003611884
295.8853,0.0003490092
296.9762,0.0003537737
298.3915,0.000357684
297.2172,0.0003655545
297.8802,0.0003620143
299.4481,0.0003443533
298.4071,0.0003465267
298.9739,0.0003499449
300.7164,0.0003222516
299.9804,0.0003354931
300.3056,0.0003397449
